"ID","A1B1","A2B1","A3B1","A4B1","A5B1","A6B1","A7B1","A8B1"
1,0.237250736752665,0.139875890098369,0.190807814780562,-0.176676218410598,0.193857628534551,0.0368457937490447,0.260216438657065,-0.185613476439242
2,0.0311236469470351,0.141368526272476,0.0342260586710804,-0.0616668460574272,-0.138627722732135,-0.14235928808735,0.416733575876876,0.322470716492621
3,-0.25606814491614,-0.136876938170512,-0.0983188896999782,0.0159420992027838,-0.276945491702048,-0.15331095605342,-0.0127201935211882,0.0854001992043082
4,0.0894560571520712,-0.0156265611930153,-0.0807416772373303,-0.150092511157259,0.0560908157503686,0.270802937313942,-0.347001425814111,-0.179905742328014
5,0.0350163416105421,0.131881459996417,0.091174647061964,-0.0347839250367453,-0.281015592896742,0.0371624973631877,-0.2811077898926,-0.0125318596922911
6,0.0612339148368065,-0.0215485946135345,0.520116972722978,-0.043314477848906,0.0667334785539394,-0.00818039866276257,-0.0585147387146299,-0.463356300320186
7,0.132081434588265,-0.219503910764921,0.061183622231732,-0.120379535223495,-0.0551400714969288,-0.127476246822151,-0.332004293265245,-0.102950179317933
8,0.0876187259210709,-0.0701711840087664,0.0227833259800305,0.163581139694209,0.139114166385919,-0.209865042399844,0.2275671980398,0.0317793157974628
9,0.119790380740753,0.574723046790415,0.176863968714427,-0.00923183894228727,0.141940095968797,0.201802314032069,0.138565255202002,-0.129178232749168
10,-0.316079200637197,0.15038561728267,-0.141108280922799,-0.32419220738024,0.253573622345368,0.235502543413136,-0.115741622827658,0.000797351265460835
11,-0.187926881137692,-0.12715898633156,0.0241034662864008,0.0231580567247618,0.0923233298494288,-0.188754897912321,-0.0748983092066516,-0.11068764928695
12,0.250361000736921,0.00862959205981371,-0.054522229277339,-0.508771509391595,0.579654772382158,0.1326432875175,-0.188397443858108,-0.160434410427702
13,-0.140116612045871,0.0284292864743669,0.113605688778276,-0.0769326268600327,-0.265239717416395,0.275714459664922,-0.203574397993766,-0.0442582669248103
14,-0.38922746794244,-0.116495648390769,-0.349385913674197,-0.261612850190274,0.0262557854716573,0.382533914246622,0.20625352734815,0.243718657721177
15,0.23037658743979,0.30218346667534,0.207376431917679,0.0624756550265701,0.118852351026582,0.184874249370359,0.130774954185571,-0.0507734119550899
16,-0.00371765067932594,0.142504801797757,0.01625729317,0.142693335366854,-0.120514937536045,0.280975322198138,0.00474609548814008,-0.0986174280422046
17,-0.246590297373566,-0.0160823748630375,0.037403821807296,0.0582640029291897,-0.0477454963205399,0.270156554341882,-0.105341640462383,0.150884800279224
18,-0.182975941141901,0.0481207026118582,0.114252034452744,-0.0705216312057725,0.263612600154065,-0.1134431562133,0.518175485560816,0.246406689110035
19,-0.399198835329011,0.173019171792257,-0.0193939304222734,0.270677460442182,0.0734760698948003,-0.177085527665688,0.1619596519778,0.341926525403819
20,0.0680648532122431,0.105823784787656,0.303927976947005,-0.344629753342234,-0.115005060486572,-0.0117672680472845,-0.186013565265667,-0.154539311721225
21,-0.064924895200864,-0.0267983611023582,-0.0571269895415555,0.390120824938603,-0.264369254552346,0.0447988099088422,-0.0557767877347312,0.29497893912655
22,0.0670865287659049,-0.132467023913871,0.00719192303785239,0.0435344725740372,0.522338916588947,-0.0600028461371403,0.282994259547341,0.194656770028777
23,-0.0924745090646933,0.29591606560137,0.265168630654359,-0.0251255924239398,0.297413606292968,-0.0994809278752189,0.251189099275308,0.059304586871316
24,-0.271899051157195,-0.0600641890900234,0.133343339143281,-0.229725074682262,0.0283919791255053,0.120011729441807,-0.0860645133790667,-0.21029620053206
25,-0.187836784953328,-0.154191058578339,0.171827851148096,-0.260852368386427,-0.0239118652328961,0.0353806672739518,-0.0287064984827359,-0.0745361484848583
26,0.171817380158137,0.17505865392901,0.00167678446135149,-0.306772761759487,-0.0777936218675822,-0.363432024062005,0.394359022999889,0.0259174719711044
27,-0.449920461605036,-0.304154727048261,0.226600722971898,-0.137074251103181,-0.19486721534057,-0.175232824736421,-0.0309576425339357,0.273003819327273
28,0.0448128862748892,-0.024749203372701,-0.0299044756603154,0.436687767659249,-0.0129617713287546,-0.0888999566313634,0.410001350746487,0.255319861646469
29,0.135989571995379,0.0957606367408036,-0.365744939959903,0.0890746437169796,0.23212701542604,-0.0902479695249968,-0.207817213463327,0.183985908148021
30,-0.445486563901595,0.00573875315577419,-0.131228579781365,-0.257108213126858,0.258287909889022,0.00671495344775846,0.268653254395819,0.141402197722048
31,-0.0161284568018503,-0.0481665024122311,0.153033539211449,0.131001039031162,0.16179299634796,0.432636612947933,0.148377044110085,-0.227658854841577
32,-0.229572415993422,-0.0580273993089801,-0.101588001752005,-0.328125869293792,0.270836590910957,-0.313506721857614,-0.119520984194983,-0.134567527505306
33,-0.299429219020412,-0.233394486200294,-0.351980732782733,-0.301665920601838,-0.204405703531152,-0.0169549211172594,0.0444609225986048,-0.208165808797186
34,0.0682887225608219,0.486354361524286,0.430073508491984,0.137091946652278,0.252053614695814,-0.240793817241697,0.128564962735086,-0.0419813183102437
35,-0.254049925465946,-0.313031069627723,0.0816473965231179,-0.0228092378711222,-0.0927387638980024,-0.0480776362336651,-0.0858137808808217,-0.108014222882079
36,0.0421905308812688,-0.299500439406277,-0.24321413678989,-0.286613441374208,0.203733830332096,-0.0552762187668881,-0.142959132262063,-0.0991884679537851
37,-0.487822329077914,-0.0122895979638614,0.00794300803445218,-0.165765506607287,-0.0984654986362349,-0.463118205314822,-0.0749320966883071,-0.356499283584884
38,-0.24731468749011,-0.178679392350067,-0.185007504268461,0.187716382175889,-0.0990350220502476,-0.00816021553038852,0.0253475740939539,0.0499012604113027
39,0.40913151478922,-0.119449014029666,0.177373620192324,-0.00102792602689609,0.143606742499517,-0.248158200782454,0.101824200135726,-0.00280020605575887
40,-0.153907315420649,0.00689731320017899,-0.180309901615324,0.0596721376254225,0.491470644775006,0.0142014567279427,0.0304036616993546,-0.262419612252941
41,-0.118074583598119,-0.310633169925384,-0.306872416713352,-0.0970755027396596,-0.0399795067040765,-0.285245586483978,0.257670780230629,-0.0305641216492021
42,-0.372268861560265,0.142809609967783,0.111559694402078,-0.338881803338554,-0.191554347479395,0.144506804700938,-0.0384905265636933,-0.134757695073389
43,-0.483003338765654,-0.0461560855641629,-0.0615778139881372,-0.326704659916778,-0.0544112081106843,-0.324760127969745,-0.00476631344009459,-0.101053387907075
44,0.320433095380117,-0.0520234092800414,0.47505475585219,-0.148516119030533,-0.167745682927076,-0.135955439907726,-0.154220621089331,-0.0332342945043158
45,-0.249677758672766,0.0965418612230182,-0.102193425674958,0.00459498026003799,0.0330695888076882,-0.293974987766999,0.140019728766656,-0.0641164932961628
46,-0.0345717152310961,-0.0643974701995811,0.0857930360204313,-0.0835791357442315,0.079768124673249,-0.0301467094668269,-0.269127496171801,0.146964854294721
47,-0.311292015920874,-0.395704991103424,0.235865878042252,-0.126378720579808,0.0481606349168555,0.117793327982642,0.145595259848249,-0.0335163633716807
48,0.278000270498946,-0.0653859188180548,0.139913968549253,0.0802668189627225,-0.329488057135084,-0.18281969692458,0.0399385775963746,-0.111275908040123
49,0.258101053931877,0.320129682342551,-0.217349458327132,-0.0250848495272525,0.0664253335868733,-0.259875642479418,-0.132372742820999,-0.19275470199579
50,-0.362543395825315,0.0835437475004613,0.104500406140483,-0.0643453502192977,0.0777278668120349,-0.0616474976276938,0.204060839638016,0.189533391847919
51,-0.18618117554122,0.351541318804791,-0.0212136628880439,-0.243634662500915,-0.398467923768207,-0.341722693831406,-0.0785095760580144,-0.435151641138081
52,0.00153121982743854,-0.156405166829675,0.111281739690671,-0.485707533012368,-0.376110390298562,-0.210061959739908,-0.165671941718443,0.119461508635578
53,0.132029546343655,0.277114066839103,0.606425697344555,-0.24881887925113,0.11431063170019,-0.0720690086803415,0.0200016025705099,-0.0118901831259912
54,0.1398557909765,-0.0354651602201073,0.0253570303681063,0.0926002070569003,-0.38720598665736,-0.0218386159662686,0.138232383471267,0.439876898494257
55,-0.357765975548011,0.119583164815805,0.0711493686665814,-0.0807984318085947,0.189560848862571,0.0643785496224872,-0.239619877284617,0.367032408150847
56,-0.185022965064923,-0.0339640367039133,0.468461573659401,-0.403979474330904,-0.114372729977708,-0.410331503094723,0.191676702051438,0.188708496723008
57,0.0958139292622205,-0.0698936886992595,0.0370863617947591,0.0556457574923563,-0.149032406817915,0.0986078047656002,0.22331724525687,0.447677488067474
58,-0.0287085452762481,0.157515740617379,-0.11735363333902,-0.171643505513188,-0.0152262905926705,0.0627845275558297,0.129939740977894,-0.155153924492339
59,-0.174136904706145,-0.0404143129404445,-0.296195768863416,0.0945789767877371,-0.0429564385034637,0.0244370475447459,0.0660733421307321,-0.421696581854414
60,0.0686263582068806,-0.0804452873558551,-0.0569443310678619,0.0444588396871368,0.232274970503515,0.124288012542941,-0.187656339807121,0.0229569211305383
61,0.0529015379564923,0.374231921231801,-0.384762558930119,-0.0573939494675589,0.200653897372074,-0.346391182897017,-0.0960547559896306,0.0143970733584416
62,0.222561135065906,-0.246306775158311,0.134656033563747,-0.131972309916064,0.124619683722286,-0.427763128303492,0.0503762316481569,-0.241027991479495
63,0.0520829822912587,0.287425188688533,-0.182641629582641,0.323949355188386,0.150925900665818,-0.119418975528177,-0.315113715316534,-0.05629597698426
64,-0.222016334386711,-0.109332296372457,0.163757593204073,-0.285970974296242,-0.0804573713874963,-0.190891769954515,0.02049785145299,0.0424684910500602
65,0.185510903672969,-0.176099688166324,0.0480659812211868,0.23828627293867,-0.111439390231014,0.0275043231300616,0.0465485194764911,0.118192040734392
66,-0.244452378953556,-0.292885770643113,0.403177324876829,-0.0611769557515774,0.0357098497352046,-0.200533230807523,0.132289454236449,-0.0481197472480826
67,0.156667809182196,0.0896441755367088,0.193721223976296,0.232335218066847,-0.243841667087316,-0.162413790327102,-0.165579723164719,-0.0277248296896246
68,-0.0813640293963185,-0.103601072221703,0.120512592058541,-0.444676742291367,0.170735199699194,0.043447934583214,-0.342214466741576,-0.167080292970336
69,0.0455500034340889,0.15159662449438,-0.272026623997283,-0.28921153983644,-0.0285850234443495,-0.237886435903348,-0.0924350815116488,-0.438458326265211
70,-0.0156500208476086,-0.15524673108328,-0.265232872391492,-0.0244581742738388,0.232781828380433,0.214024786512586,0.284345365518914,-0.376670868639665
71,0.0936247306183679,0.140634820354,0.589504909990525,-0.0345281128791685,-0.247945027139759,0.00433766922392537,0.133568455379295,0.182162103014362
72,-0.0358103377998084,-0.0125933748409326,0.162296074913247,-0.135514383477608,0.0380202169832257,0.270303916175257,-0.205575161945979,0.0249290052938119
73,0.130781438487819,0.154597589127445,0.141065050063632,-0.0175010964357368,0.23920276357126,-0.118107526955069,0.0609930242944145,0.285566424090716
74,0.335147916430762,0.0131001385630394,-0.0943463492900181,-0.178310815246657,-0.0951419279078971,-0.164157558331622,0.476305129781157,0.3116832592941
